1,受け継がれた想いを剣に込めて、今立ち上がるロボットのHelper。
2,掴み握りしめたコインの集まり。決して盗んだ訳ではない。
3,あの忌まわしき緑の浮遊物体を解体する必要があるだろう。
4,「移動」について刻まれた印。進むことの重要性を知る。
5,「効果」について刻まれた印。得られる効果をより効果的に使えるだろう。
6,「感覚」について刻まれた印。これからは感覚的に生きていける。
7,「記憶」について刻まれた印。蘇る記憶を頼りに生きていく。
8,甘い。気づくと酔ってる。
9,お馴染みのエナジードリンク。1本だけではもう足りない。
10,買ってから数日経つが、蓋が固くて断念した。
11,勿体無くて、なんか開けれない！！
12,「うーん、、折り返し！」
13,秘密は秘密の中に
14,スズをバーナーで溶かして、それを鍵の形に削ったシリコンに流し込む。鋳造体験ができる中学校の技術の教材のあまり。
15,これを持って買い物をすると3円浮く。
16,いつか書いていた日記。半分以上は白紙。
17,同時に3つの波形を映すから、ぐちゃぐちゃになった波形の画像。オシロから画像を写すの面倒だからって、まとめて保存するのはやめよう！
18,ピクニックの必需品。
19,爽やかに気分もリフレッシュ！
20,サクサクなポテトチップ。美味しい。
21,6年前に買ったマイク。まだ現役。
22,曲がり角、段差の上、はしごの上。もうトラップからは逃れられない。
23,食べ始めたら止まらなくなるポップコーン。
24,ラジオなどの電波を取得したい場面で使用される部品。コンデンサ容量を可変できるポリバリコンと並列に接続すれば、受け取る電波の周波数に同調させ、任意の周波数で電波を拾える。
25,選ばれた人しかもらえない、ブローカーが喉から手が出るほど欲しいカード。
26,突如として現れた巨大な黒い物体。誰かが何か特別な力を使って、空から落としたらしい。
27,ミドリムシのクッキー。正直好んで食べたくは...ない...
28,ラッキーなサングラス。どんなラッキーが待っているかはお楽しみに。
29,窮地を救うのは、いつもの豪運。
30,転倒注意。
31,各地を転々としながら移動する車。この車が何を販売しているのかは知らない。
32,多分何かを制御する回路。「一体何の回路なんだろう…」
33,謎の模様が入った栞。一旦、読み途中の本に挟んでみよう。
34,迷った時、近くの変化を探知し、その向きを指し示す剣。方向を知らせるときは決まってハンマーで金属を打ちつけたような音を鳴らす。
35,まだ形にはなっていないが、基板面積が出来るだけ小さくなるような設計の構想。寝たら忘れる。
36,何でも守れる盾。「“何でも”は守れるわけなくね…」
37,文字を書く文化がない時代、それは語り継がれてきた。
38,汚れを吹き飛ばせ！
39,何が入っているのか、何が待ち受けているのかはわからない…
40,ちょうどいいサイズのりんごジュース。
41,物体が床にはじめて衝突したバウンドする軌道計算。
42,スイッチングより増幅効果。
43,抵抗値を増やすことのできる部品。
44,極性を持つ、電気容量を持つ部品。
45,重たい土の入った袋。
46,何かを見つけられるかも。
47,何かの化学施設。大きなタンクがある。
48,飛行機に乗るための搭乗券。
49,落下注意。
50,暇つぶしに来た美術館のチケット。
51,9年ぶりに復活したバンドのCD。果たして、あの頃の勢いを取り戻すことはできるのだろうか。
52,天然ガスを輸送する船。
53,何でこんな値段になったのか記憶がない。
54,スープカレーうまい
55,「こちらお冷になりますが、焼酎の水割りです。焼酎飲めますか？」
56,ナンおかわり自由だからって、追加で頼んだためにお腹いっぱいになって夕食が入らなくなる罠。
57,カレーにはラッシー。
58,どこか怪しい刺身。食べて見ないとわからない。
59,こだわりの抹茶のかき氷。量が多いので、頭痛に注意。
60,交差点にゾンビがいる。ハロウィンだからって浮かれるなカス。
61,いつかみんな帰る場所。
62,加工が便利な素材。
63,あまりにも過剰な攻撃。
64,錫の塊が20個ある。
65,あの日行った美術館の記念集。展示されていた作品が全部見れる。
66,空高く飛んでいった水色の風船。
67,町に生えてる赤い消火栓。追突事故が絶えない。
68,ちょうどいい高さの座れる切り株。キャンプの椅子に最適。
69,あの時止まった腕時計。再び動きだすことはない。
70,情報の集まるエリア。知りたい情報はここにある。
71,誰かがゲーセンのクレーンゲームで手に入れたお面。つけると知能が下がる。
72,電源電圧の制御に使われる便利なパーツ。保護回路もついていて優秀。
73,オレンジではない領域もオレンジと誤認識してしまう、物体認識の学習失敗例。どう見てもアノテーションが悪い。
74,魔力と魔法防御が上がる首飾り。防御より装備なので価値が低い。
75,オーシャンが水流で飛び上がるためのトライデント。予備動作と発生の判定に苦しめられ猶予フレームで発動できるかは運も絡む。
76,トラップを設置する人のための帽子。日差しを防ぐことができる。
77,ナットを絞めるための道具。
78,攻撃力とMPを上げれるイヤリング。大人気。
79,ケーブルレスで、とても持ち運びしやすいヘッドホン。音質は普通。
80,うまくいっている時はこれ。
81,水道局の見学をした後にもらえる水の缶。缶の素材は、水道管の素材を少し利用している。
82,MPをひたすら上げるリング。一部界隈で人気。
83,熱烈な信仰心を感じるシンボル。時代によって様々な特色を持つ。
84,積荷を下ろす降ろす重機。免許はその界隈だと簡単寄り。
85,近くの人を煙状態にするオブジェクト。フォッガーから特殊な作用を受ける。
86,重い金属の塊。
87,ダンスダンスダンス
88,そこまでキツくない、フルーツ系のラストノートが特徴の香水。柑橘系。
89,氾濫原に堆積した木材の破片。
90,パワーこそパワー。
91,極限まで熱したネゴマテリアルに、高い反応を示すロジカルチェイサーをぶつけると臨界状態となる。
92,輪っかの蛍光灯。明るい。
93,何もかも燃やせばこうなる。
94,行列を計算するために生まれたパーツ。並列処理の高速化を試行中。
95,今最も熱いチームのドッグタグ。
96,オイルを吸収するための機械についている大きなオイルタンク。容量に応じて赤い針が動き、中の液体の量を示す。
97,鍵を守りし者達のゼッケン。これで識別できる。
98,ネゴマテリアルの集合体。特殊な色をしている。
